country,year,co2_emissions,greenhouse_gas_emissions,cereal_yield,population_growth,GDP,fresh_water,urban_population,renewable_electricity,total_population,renewable_energy_consumption
Lithuania,2007,,24649.59766,,,,,,,,
Lithuania,2006,,23636.62887,,,,,,,,
Lithuania,2005,,23504.22752,,,,,,,,
Lithuania,2004,,22363.22279,,,,,,,,
Lithuania,2003,,21386.50126,,,,,,,,
Lithuania,2002,,21211.75369,,,,,,,,
Lithuania,2001,,20851.17552,,,,,,,,
Lithuania,2000,,20400.98797,,,,,,,,
Lithuania,1999,,22098.43662,,,,,,,,
Lithuania,1998,,24826.67144,,,,,,,,
Lithuania,1997,,23930.72669,,,,,,,,
Lithuania,1996,,24144.07507,,,,,,,,
Lithuania,1995,,23342.77543,,,,,,,,
Lithuania,1994,,24919.02144,,,,,,,,
Lithuania,1993,,26957.78527,,,,,,,,
Lithuania,1992,,32855.15251,,,,,,,,
Lithuania,1991,,47757.23314,,,,,,,,
Lithuania,1990,,46012.59207,,,,,,,,
Madagascar,2020,,30566.42841,,,,,,,,
Madagascar,2019,,30834.39778,,,,,,,,
Madagascar,2018,,29200.57375,,,,,,,,
Madagascar,2017,,28081.75803,,,,,,,,
Madagascar,2016,,29175.3846,,,,,,,,
Madagascar,2015,,27759.67667,,,,,,,,
Madagascar,2014,,27686.75302,,,,,,,,
Madagascar,2013,,27451.09288,,,,,,,,
Madagascar,2012,,28804.75503,,,,,,,,
Madagascar,2011,,27517.39399,,,,,,,,
Madagascar,2010,,27667.71075,,,,,,,,
Madagascar,2009,,27474.27648,,,,,,,,
Madagascar,2008,,26781.68571,,,,,,,,
Madagascar,2007,,27838.46475,,,,,,,,
Madagascar,2006,,26257.00048,,,,,,,,
Madagascar,2005,,27368.04191,,,,,,,,
Madagascar,2004,,23702.19075,,,,,,,,
Madagascar,2003,,24919.10789,,,,,,,,
Madagascar,2002,,22467.66973,,,,,,,,
Madagascar,2001,,24733.22046,,,,,,,,
Madagascar,2000,,25877.2261,,,,,,,,
Madagascar,1999,,26449.44391,,,,,,,,
Madagascar,1998,,26809.42363,,,,,,,,
Madagascar,1997,,25867.26894,,,,,,,,
Madagascar,1996,,25981.92825,,,,,,,,
Madagascar,1995,,25919.51076,,,,,,,,
Madagascar,1994,,25468.98364,,,,,,,,
Madagascar,1993,,25708.34762,,,,,,,,
Madagascar,1992,,25325.1282,,,,,,,,
Madagascar,1991,,25063.76469,,,,,,,,
Madagascar,1990,,25036.83837,,,,,,,,
Russian Federation,2020,,2331479.378,,,,,,,,
Russian Federation,2019,,2419133.843,,,,,,,,
Russian Federation,2018,,2371535.611,,,,,,,,
Russian Federation,2017,,2282284.734,,,,,,,,
Russian Federation,2016,,2246727.882,,,,,,,,
Russian Federation,2015,,2249219.684,,,,,,,,
Russian Federation,2014,,2264924.245,,,,,,,,
Russian Federation,2013,,2280313.549,,,,,,,,
Russian Federation,2012,,2316611.01,,,,,,,,
Russian Federation,2011,,2340370.262,,,,,,,,
Russian Federation,2010,,2249521.458,,,,,,,,
Russian Federation,2009,,2161029.099,,,,,,,,
Russian Federation,2008,,2291990.939,,,,,,,,
Russian Federation,2007,,2291497.557,,,,,,,,
Russian Federation,2006,,2281588.052,,,,,,,,
Russian Federation,2005,,2243990.685,,,,,,,,
Russian Federation,2004,,2218465.527,,,,,,,,
Russian Federation,2003,,2223272.488,,,,,,,,
Russian Federation,2002,,2152108.54,,,,,,,,
Russian Federation,2001,,2150698.86,,,,,,,,
Russian Federation,2000,,2137885.669,,,,,,,,
Russian Federation,1999,,2084960.956,,,,,,,,
Russian Federation,1998,,2049897.299,,,,,,,,
Russian Federation,1997,,2054134.147,,,,,,,,
Russian Federation,1996,,2190940.411,,,,,,,,
Russian Federation,1995,,2246008.262,,,,,,,,
Russian Federation,1994,,2323058.294,,,,,,,,
Russian Federation,1993,,2558244.367,,,,,,,,
Russian Federation,1992,,2750278.292,,,,,,,,
Russian Federation,1991,,2908884.948,,,,,,,,
Russian Federation,1990,,2969778.402,,,,,,,,
Suriname,2020,,4312.425111,,,,,,,,
Suriname,2019,,4358.760518,,,,,,,,
Suriname,2018,,3780.226024,,,,,,,,
Suriname,2017,,4135.920431,,,,,,,,
Suriname,2016,,4648.008337,,,,,,,,
Suriname,2015,,4352.376443,,,,,,,,
Suriname,2014,,4267.688094,,,,,,,,
Suriname,2013,,3870.207145,,,,,,,,
Suriname,2012,,4001.347796,,,,,,,,
Suriname,2011,,3532.494146,,,,,,,,
Suriname,2010,,3286.180597,,,,,,,,
Suriname,2009,,2927.821497,,,,,,,,
Suriname,2008,,2808.229398,,,,,,,,
Suriname,2007,,2626.854198,,,,,,,,
Suriname,2006,,2721.114799,,,,,,,,
Suriname,2005,,2785.835899,,,,,,,,
Suriname,2004,,2562.865515,,,,,,,,
Suriname,2003,,2386.462732,,,,,,,,
Suriname,2002,,2181.796348,,,,,,,,
Suriname,2001,,2744.132265,,,,,,,,
Suriname,2000,,2667.507982,,,,,,,,
Suriname,1999,,3362.158346,,,,,,,,
Suriname,1998,,3331.068194,,,,,,,,
Suriname,1997,,3331.547642,,,,,,,,
Suriname,1996,,3355.81709,,,,,,,,
Suriname,1995,,3314.011937,,,,,,,,
Suriname,1994,,3263.900978,,,,,,,,
Suriname,1993,,3227.114115,,,,,,,,
Suriname,1992,,3277.445951,,,,,,,,
Suriname,1991,,3174.050387,,,,,,,,
Suriname,1990,,2816.594522,,,,,,,,
Sweden,2020,,45458.82211,,,,,,,,
Sweden,2019,,46792.36081,,,,,,,,
Sweden,2018,,47719.34411,,,,,,,,
Sweden,2017,,50356.36951,,,,,,,,
Sweden,2016,,50783.37711,,,,,,,,
Sweden,2015,,51265.79253,,,,,,,,
Sweden,2014,,51285.95807,,,,,,,,
Sweden,2013,,52592.53236,,,,,,,,
Sweden,2012,,54382.48139,,,,,,,,
Sweden,2011,,57207.56826,,,,,,,,
Sweden,2010,,61014.40639,,,,,,,,
Sweden,2009,,55495.49911,,,,,,,,
Sweden,2008,,59447.76938,,,,,,,,
Sweden,2007,,60690.57304,,,,,,,,
Sweden,2006,,62698.45871,,,,,,,,
Sweden,2005,,64256.01605,,,,,,,,
Sweden,2004,,68081.26882,,,,,,,,
Sweden,2003,,69556.38569,,,,,,,,
Sweden,2002,,68557.21408,,,,,,,,
Sweden,2001,,67195.27646,,,,,,,,
Sweden,2000,,68330.26277,,,,,,,,
Sweden,1999,,72408.78809,,,,,,,,
Sweden,1998,,73744.20703,,,,,,,,
Sweden,1997,,72945.33657,,,,,,,,
Sweden,1996,,79147.51037,,,,,,,,
Sweden,1995,,73553.9613,,,,,,,,
Sweden,1994,,73965.83185,,,,,,,,
Sweden,1993,,72135.5893,,,,,,,,
Sweden,1992,,72171.50567,,,,,,,,
Sweden,1991,,69595.68989,,,,,,,,
Sweden,1990,,68991.81954,,,,,,,,
Togo,2020,,8395.488807,,,,,,,,
Togo,2019,,7932.191681,,,,,,,,
Togo,2018,,7569.133555,,,,,,,,
Togo,2017,,7198.497129,,,,,,,,
Togo,2016,,7365.243704,,,,,,,,
Togo,2015,,6973.128778,,,,,,,,
Togo,2014,,6230.39166,,,,,,,,
Togo,2013,,6484.640542,,,,,,,,
Togo,2012,,6596.307325,,,,,,,,
Togo,2011,,7047.916407,,,,,,,,
Togo,2010,,6561.714289,,,,,,,,
Togo,2009,,6731.327265,,,,,,,,
Togo,2008,,5240.54394,,,,,,,,
Togo,2007,,4900.852916,,,,,,,,
Togo,2006,,5199.043391,,,,,,,,
Togo,2005,,5756.251166,,,,,,,,
Togo,2004,,4887.497831,,,,,,,,
Togo,2003,,5163.559196,,,,,,,,
Togo,2002,,4550.97426,,,,,,,,
Togo,2001,,4107.169425,,,,,,,,
Togo,2000,,4387.95889,,,,,,,,
Togo,1999,,4622.104783,,,,,,,,
Togo,1998,,4312.722176,,,,,,,,
Togo,1997,,3457.85647,,,,,,,,
Togo,1996,,3724.831263,,,,,,,,
Togo,1995,,3181.271456,,,,,,,,
Togo,1994,,3219.757844,,,,,,,,
Togo,1993,,2944.996233,,,,,,,,
Togo,1992,,3070.725921,,,,,,,,
Togo,1991,,3374.536109,,,,,,,,
Togo,1990,,3542.386398,,,,,,,,
Zimbabwe,2020,,25988.12599,,,,,,,,
Zimbabwe,2019,,28697.16047,,,,,,,,
Zimbabwe,2018,,29374.28664,,,,,,,,
Zimbabwe,2017,,27709.32361,,,,,,,,
Zimbabwe,2016,,27928.76268,,,,,,,,
Zimbabwe,2015,,30251.83135,,,,,,,,
Zimbabwe,2014,,28858.31442,,,,,,,,
Zimbabwe,2013,,30631.32079,,,,,,,,
Zimbabwe,2012,,30655.64175,,,,,,,,
Zimbabwe,2011,,30638.58212,,,,,,,,
Zimbabwe,2010,,28228.84889,,,,,,,,
Zimbabwe,2009,,25467.09596,,,,,,,,
Zimbabwe,2008,,24717.64754,,,,,,,,
Zimbabwe,2007,,26562.24952,,,,,,,,
Zimbabwe,2006,,26107.43159,,,,,,,,
Zimbabwe,2005,,27102.74707,,,,,,,,
Zimbabwe,2004,,26414.0271,,,,,,,,
Zimbabwe,2003,,26373.25514,,,,,,,,
Zimbabwe,2002,,28719.80837,,,,,,,,
Zimbabwe,2001,,31341.4444,,,,,,,,
Zimbabwe,2000,,31040.07674,,,,,,,,
Zimbabwe,1999,,33769.14317,,,,,,,,
Zimbabwe,1998,,31274.2661,,,,,,,,
Zimbabwe,1997,,30039.68603,,,,,,,,
Zimbabwe,1996,,31096.75437,,,,,,,,
Zimbabwe,1995,,29085.9428,,,,,,,,
Zimbabwe,1994,,29264.14621,,,,,,,,
Zimbabwe,1993,,29542.69185,,,,,,,,
Zimbabwe,1992,,33097.54009,,,,,,,,
Zimbabwe,1991,,32266.76304,,,,,,,,
Zimbabwe,1990,,31983.42118,,,,,,,,
Antigua and Barbuda,2020,,,3800.0,,,,,,,
Antigua and Barbuda,2019,,,2324.0,,,,,,,
Antigua and Barbuda,2018,,,2205.9,,,,,,,
Antigua and Barbuda,2017,,,2030.7,,,,,,,
Antigua and Barbuda,2016,,,1843.2,,,,,,,
Antigua and Barbuda,2015,,,1579.6,,,,,,,
Antigua and Barbuda,2014,,,1583.0,,,,,,,
Antigua and Barbuda,2013,,,1593.1,,,,,,,
Antigua and Barbuda,2012,,,1595.3,,,,,,,
Antigua and Barbuda,2011,,,1597.4,,,,,,,
Antigua and Barbuda,2010,,,1585.9,,,,,,,
Antigua and Barbuda,2009,,,1590.2,,,,,,,
Antigua and Barbuda,2008,,,1619.0,,,,,,,
Antigua and Barbuda,2007,,,1601.4,,,,,,,
Antigua and Barbuda,2006,,,1625.0,,,,,,,
Antigua and Barbuda,2005,,,1597.4,,,,,,,
Antigua and Barbuda,2004,,,1578.9,,,,,,,
Antigua and Barbuda,2003,,,1571.4,,,,,,,
Antigua and Barbuda,2002,,,1562.5,,,,,,,
Antigua and Barbuda,2001,,,1614.9,,,,,,,
Antigua and Barbuda,2000,,,1600.0,,,,,,,
Antigua and Barbuda,1999,,,1631.7,,,,,,,
Antigua and Barbuda,1998,,,1631.8,,,,,,,
Antigua and Barbuda,1997,,,1634.2,,,,,,,
Antigua and Barbuda,1996,,,1639.0,,,,,,,
Antigua and Barbuda,1995,,,1607.1,,,,,,,
Antigua and Barbuda,1994,,,1668.4,,,,,,,
Antigua and Barbuda,1993,,,1690.1,,,,,,,
Antigua and Barbuda,1992,,,1713.6,,,,,,,
Antigua and Barbuda,1991,,,1833.3,,,,,,,
Antigua and Barbuda,1990,,,2381.0,,,,,,,
Costa Rica,2020,,,4030.4,,,,,,,
Costa Rica,2019,,,4052.4,,,,,,,
Costa Rica,2018,,,4210.1,,,,,,,
Costa Rica,2017,,,3731.0,,,,,,,
Costa Rica,2016,,,4026.1,,,,,,,
Costa Rica,2015,,,3831.6,,,,,,,
Costa Rica,2014,,,4497.5,,,,,,,
Costa Rica,2013,,,3283.3,,,,,,,
Costa Rica,2012,,,3621.5,,,,,,,
Costa Rica,2011,,,3418.9,,,,,,,
Costa Rica,2010,,,3199.2,,,,,,,
Costa Rica,2009,,,3790.7,,,,,,,
Costa Rica,2008,,,3814.3,,,,,,,
Costa Rica,2007,,,3538.2,,,,,,,
Costa Rica,2006,,,3759.0,,,,,,,
Costa Rica,2005,,,3189.1,,,,,,,
Costa Rica,2004,,,3059.4,,,,,,,
Costa Rica,2003,,,3171.4,,,,,,,
Costa Rica,2002,,,3683.4,,,,,,,
Costa Rica,2001,,,3549.6,,,,,,,
Costa Rica,2000,,,3626.2,,,,,,,
Costa Rica,1999,,,3676.8,,,,,,,
Costa Rica,1998,,,3768.9,,,,,,,
Costa Rica,1997,,,3790.7,,,,,,,
Costa Rica,1996,,,3483.3,,,,,,,
Costa Rica,1995,,,3777.6,,,,,,,
Costa Rica,1994,,,3815.4,,,,,,,
Costa Rica,1993,,,3419.3,,,,,,,
Costa Rica,1992,,,3169.0,,,,,,,
Costa Rica,1991,,,3299.0,,,,,,,
Costa Rica,1990,,,3096.8,,,,,,,
Curacao,2020,,,,,,,,,,
Curacao,2019,,,,,,,,,,
Curacao,2018,,,,,,,,,,
Curacao,2017,,,,,,,,,,
Curacao,2016,,,,,,,,,,
Curacao,2015,,,,,,,,,,
Curacao,2014,,,,,,,,,,
Curacao,2013,,,,,,,,,,
Curacao,2012,,,,,,,,,,
Curacao,2011,,,,,,,,,,
Curacao,2010,,,,,,,,,,
Curacao,2009,,,,,,,,,,
Curacao,2008,,,,,,,,,,
Curacao,2007,,,,,,,,,,
Curacao,2006,,,,,,,,,,
Curacao,2005,,,,,,,,,,
Curacao,2004,,,,,,,,,,
Curacao,2003,,,,,,,,,,
Curacao,2002,,,,,,,,,,
Curacao,2001,,,,,,,,,,
Curacao,2000,,,,,,,,,,
Curacao,1999,,,,,,,,,,
Curacao,1998,,,,,,,,,,
Curacao,1997,,,,,,,,,,
Curacao,1996,,,,,,,,,,
Curacao,1995,,,,,,,,,,
Curacao,1994,,,,,,,,,,
Curacao,1993,,,,,,,,,,
Curacao,1992,,,,,,,,,,
Curacao,1991,,,,,,,,,,
Curacao,1990,,,,,,,,,,
Algeria,2020,,,1520.4,,,,,,,
Algeria,2019,,,1767.4,,,,,,,
Algeria,2018,,,1952.0,,,,,,,
Algeria,2017,,,990.3,,,,,,,
Algeria,2016,,,1020.4,,,,,,,
Algeria,2015,,,1400.2,,,,,,,
Algeria,2014,,,1369.2,,,,,,,
Algeria,2013,,,1813.1,,,,,,,
Algeria,2012,,,1677.6,,,,,,,
Algeria,2011,,,1643.3,,,,,,,
Algeria,2010,,,1474.3,,,,,,,
Algeria,2009,,,1653.9,,,,,,,
Algeria,2008,,,1034.0,,,,,,,
Algeria,2007,,,1253.5,,,,,,,
Algeria,2006,,,1503.7,,,,,,,
Algeria,2005,,,1500.8,,,,,,,
Algeria,2004,,,1344.1,,,,,,,
Algeria,2003,,,1470.3,,,,,,,
Algeria,2002,,,1058.6,,,,,,,
Algeria,2001,,,1106.9,,,,,,,
Algeria,2000,,,883.3,,,,,,,
Algeria,1999,,,1069.9,,,,,,,
Algeria,1998,,,846.3,,,,,,,
Algeria,1997,,,779.8,,,,,,,
Algeria,1996,,,1337.8,,,,,,,
Algeria,1995,,,829.5,,,,,,,
Algeria,1994,,,749.4,,,,,,,
Algeria,1993,,,741.7,,,,,,,
Algeria,1992,,,943.3,,,,,,,
Algeria,1991,,,1114.6,,,,,,,
Algeria,1990,,,687.7,,,,,,,
Lesotho,2020,,,433.3,,,,,,,
Lesotho,2019,,,695.5,,,,,,,
Lesotho,2018,,,713.8,,,,,,,
Lesotho,2017,,,986.8,,,,,,,
Lesotho,2016,,,466.9,,,,,,,
Lesotho,2015,,,658.3,,,,,,,
Lesotho,2014,,,680.6,,,,,,,
Lesotho,2013,,,764.4,,,,,,,
Lesotho,2012,,,653.5,,,,,,,
Lesotho,2011,,,663.1,,,,,,,
Lesotho,2010,,,909.1,,,,,,,
Lesotho,2009,,,421.0,,,,,,,
Lesotho,2008,,,390.0,,,,,,,
Lesotho,2007,,,435.6,,,,,,,
Lesotho,2006,,,522.5,,,,,,,
Lesotho,2005,,,686.8,,,,,,,
Lesotho,2004,,,595.4,,,,,,,
Lesotho,2003,,,609.1,,,,,,,
Lesotho,2002,,,736.3,,,,,,,
Lesotho,2001,,,995.5,,,,,,,
Lesotho,2000,,,718.8,,,,,,,
Lesotho,1999,,,943.3,,,,,,,
Lesotho,1998,,,1353.3,,,,,,,
Lesotho,1997,,,1015.8,,,,,,,
Lesotho,1996,,,1183.6,,,,,,,
Lesotho,1995,,,776.4,,,,,,,
Lesotho,1994,,,818.2,,,,,,,
Lesotho,1993,,,972.6,,,,,,,
Lesotho,1992,,,612.1,,,,,,,
Lesotho,1991,,,460.3,,,,,,,
Lesotho,1990,,,1036.9,,,,,,,
Lithuania,2020,,,4734.2,,,,,,,
Lithuania,2019,,,3858.9,,,,,,,
Lithuania,2018,,,3181.2,,,,,,,
Lithuania,2017,,,4230.2,,,,,,,
Lithuania,2016,,,3859.8,,,,,,,
Lithuania,2015,,,4564.6,,,,,,,
Lithuania,2014,,,3975.2,,,,,,,
Lithuania,2013,,,3687.8,,,,,,,
Lithuania,2012,,,4015.3,,,,,,,
Lithuania,2011,,,3029.9,,,,,,,
Lithuania,2010,,,2763.5,,,,,,,
Lithuania,2009,,,3449.6,,,,,,,
Lithuania,2008,,,3348.2,,,,,,,
Lithuania,2007,,,3007.1,,,,,,,
Lithuania,2006,,,1929.4,,,,,,,
Lithuania,2005,,,2940.2,,,,,,,
Lithuania,2004,,,3254.9,,,,,,,
Lithuania,2003,,,3037.0,,,,,,,
Lithuania,2002,,,2765.9,,,,,,,
Lithuania,2001,,,2505.0,,,,,,,
Lithuania,2000,,,2707.5,,,,,,,
Lithuania,1999,,,2020.8,,,,,,,
Lithuania,1998,,,2448.4,,,,,,,
Lithuania,1997,,,2529.4,,,,,,,
Lithuania,1996,,,2417.2,,,,,,,
Lithuania,1995,,,1852.8,,,,,,,
Lithuania,1994,,,1753.4,,,,,,,
Lithuania,1993,,,2102.0,,,,,,,
Lithuania,1992,,,1933.2,,,,,,,
Lithuania,1991,,,,,,,,,,
Lithuania,1990,,,,,,,,,,
Madagascar,2020,,,2469.1,,,,,,,
Madagascar,2019,,,2389.0,,,,,,,
Madagascar,2018,,,2644.8,,,,,,,
Madagascar,2017,,,2750.2,,,,,,,
Madagascar,2016,,,2852.1,,,,,,,
Madagascar,2015,,,3057.8,,,,,,,
Madagascar,2014,,,3010.1,,,,,,,
Madagascar,2013,,,3203.2,,,,,,,
Madagascar,2012,,,3289.2,,,,,,,
Madagascar,2011,,,3238.0,,,,,,,
Madagascar,2010,,,3271.6,,,,,,,
Madagascar,2009,,,3183.4,,,,,,,
Madagascar,2008,,,2811.3,,,,,,,
Madagascar,2007,,,2620.1,,,,,,,
Madagascar,2006,,,2565.3,,,,,,,
Madagascar,2005,,,2514.5,,,,,,,
Madagascar,2004,,,2353.2,,,,,,,
Madagascar,2003,,,2201.7,,,,,,,
Madagascar,2002,,,1967.4,,,,,,,
Madagascar,2001,,,2020.7,,,,,,,
Madagascar,2000,,,1890.9,,,,,,,
Madagascar,1999,,,1962.3,,,,,,,
Madagascar,1998,,,1875.4,,,,,,,
Madagascar,1997,,,2000.8,,,,,,,
Madagascar,1996,,,2007.9,,,,,,,
Madagascar,1995,,,1968.0,,,,,,,
Madagascar,1994,,,1926.3,,,,,,,
Madagascar,1993,,,1924.4,,,,,,,
Madagascar,1992,,,1934.2,,,,,,,
Madagascar,1991,,,1927.5,,,,,,,
Madagascar,1990,,,1945.3,,,,,,,
Russian Federation,2020,,,2905.4,,,,,,,
Russian Federation,2019,,,2713.8,,,,,,,
Russian Federation,2018,,,2615.9,,,,,,,
Russian Federation,2017,,,2967.1,,,,,,,
Russian Federation,2016,,,2650.8,,,,,,,
Russian Federation,2015,,,2391.7,,,,,,,
Russian Federation,2014,,,2444.0,,,,,,,
Russian Federation,2013,,,2241.0,,,,,,,
Russian Federation,2012,,,1858.9,,,,,,,
Russian Federation,2011,,,2260.3,,,,,,,
Russian Federation,2010,,,1842.7,,,,,,,
Russian Federation,2009,,,2280.6,,,,,,,
Russian Federation,2008,,,2387.3,,,,,,,
Russian Federation,2007,,,1989.8,,,,,,,
Russian Federation,2006,,,1886.9,,,,,,,
Russian Federation,2005,,,1852.7,,,,,,,
Russian Federation,2004,,,1876.5,,,,,,,
Russian Federation,2003,,,1777.4,,,,,,,
Russian Federation,2002,,,1969.1,,,,,,,
Russian Federation,2001,,,1934.7,,,,,,,
Russian Federation,2000,,,1561.4,,,,,,,
Russian Federation,1999,,,1450.8,,,,,,,
Russian Federation,1998,,,1298.7,,,,,,,
Russian Federation,1997,,,1788.2,,,,,,,
Russian Federation,1996,,,1427.3,,,,,,,
Russian Federation,1995,,,1255.4,,,,,,,
Russian Federation,1994,,,1457.8,,,,,,,
Russian Federation,1993,,,1635.8,,,,,,,
Russian Federation,1992,,,1743.2,,,,,,,
Russian Federation,1991,,,,,,,,,,
Russian Federation,1990,,,,,,,,,,
Suriname,2020,,,4319.1,,,,,,,
Suriname,2019,,,4555.3,,,,,,,
Suriname,2018,,,4868.4,,,,,,,
Suriname,2017,,,4879.0,,,,,,,
Suriname,2016,,,4433.0,,,,,,,
Suriname,2015,,,4529.6,,,,,,,
Suriname,2014,,,4433.0,,,,,,,
Suriname,2013,,,4495.8,,,,,,,
Suriname,2012,,,4361.9,,,,,,,
Suriname,2011,,,4132.7,,,,,,,
Suriname,2010,,,4232.4,,,,,,,
Suriname,2009,,,4208.9,,,,,,,
Suriname,2008,,,4188.7,,,,,,,
Suriname,2007,,,4252.7,,,,,,,
Suriname,2006,,,4128.7,,,,,,,
Suriname,2005,,,3597.7,,,,,,,
Suriname,2004,,,3559.2,,,,,,,
Suriname,2003,,,3693.8,,,,,,,
Suriname,2002,,,3921.2,,,,,,,
Suriname,2001,,,3765.8,,,,,,,
Suriname,2000,,,3896.0,,,,,,,
Suriname,1999,,,3718.6,,,,,,,
Suriname,1998,,,3756.5,,,,,,,
Suriname,1997,,,3980.8,,,,,,,
Suriname,1996,,,3700.7,,,,,,,
Suriname,1995,,,3515.7,,,,,,,
Suriname,1994,,,3626.9,,,,,,,
Suriname,1993,,,3694.0,,,,,,,
Suriname,1992,,,3795.1,,,,,,,
Suriname,1991,,,3813.4,,,,,,,
Suriname,1990,,,3765.1,,,,,,,
Sweden,2020,,,5994.4,,,,,,,
Sweden,2019,,,6292.1,,,,,,,
Sweden,2018,,,3535.5,,,,,,,
Sweden,2017,,,5992.3,,,,,,,
Sweden,2016,,,5438.2,,,,,,,
Sweden,2015,,,6053.6,,,,,,,
Sweden,2014,,,5646.9,,,,,,,
Sweden,2013,,,5123.5,,,,,,,
Sweden,2012,,,5101.8,,,,,,,
Sweden,2011,,,4712.9,,,,,,,
Sweden,2010,,,4510.4,,,,,,,
Sweden,2009,,,5078.9,,,,,,,
Sweden,2008,,,4820.5,,,,,,,
Sweden,2007,,,5150.8,,,,,,,
Sweden,2006,,,4292.2,,,,,,,
Sweden,2005,,,4932.3,,,,,,,
Sweden,2004,,,4892.9,,,,,,,
Sweden,2003,,,4584.5,,,,,,,
Sweden,2002,,,4780.4,,,,,,,
Sweden,2001,,,4583.3,,,,,,,
Sweden,2000,,,4560.3,,,,,,,
Sweden,1999,,,4276.3,,,,,,,
Sweden,1998,,,4379.7,,,,,,,
Sweden,1997,,,4718.3,,,,,,,
Sweden,1996,,,4893.6,,,,,,,
Sweden,1995,,,4358.6,,,,,,,
Sweden,1994,,,3891.4,,,,,,,
Sweden,1993,,,4758.9,,,,,,,
Sweden,1992,,,3359.4,,,,,,,
Sweden,1991,,,4492.6,,,,,,,
Sweden,1990,,,4963.7,,,,,,,
Togo,2020,,,1160.0,,,,,,,
Togo,2019,,,1143.0,,,,,,,
Togo,2018,,,1145.2,,,,,,,
Togo,2017,,,1137.2,,,,,,,
Togo,2016,,,1130.8,,,,,,,
Togo,2015,,,1236.2,,,,,,,
Togo,2014,,,1153.1,,,,,,,
Togo,2013,,,1090.1,,,,,,,
Togo,2012,,,1112.4,,,,,,,
Togo,2011,,,1226.3,,,,,,,
Togo,2010,,,1187.4,,,,,,,
Togo,2009,,,1242.9,,,,,,,
Togo,2008,,,1144.4,,,,,,,
Togo,2007,,,1121.6,,,,,,,
Togo,2006,,,1130.7,,,,,,,
Togo,2005,,,1132.6,,,,,,,
Togo,2004,,,1094.8,,,,,,,
Togo,2003,,,1154.7,,,,,,,
Togo,2002,,,1131.1,,,,,,,
Togo,2001,,,1150.3,,,,,,,
Togo,2000,,,1058.3,,,,,,,
Togo,1999,,,1060.8,,,,,,,
Togo,1998,,,835.4,,,,,,,
Togo,1997,,,981.1,,,,,,,
Togo,1996,,,811.4,,,,,,,
Togo,1995,,,849.3,,,,,,,
Togo,1994,,,721.7,,,,,,,
Togo,1993,,,877.6,,,,,,,
Togo,1992,,,863.3,,,,,,,
Togo,1991,,,762.7,,,,,,,
Togo,1990,,,746.8,,,,,,,
Zimbabwe,2020,,,1148.6,,,,,,,
Zimbabwe,2019,,,748.0,,,,,,,
Zimbabwe,2018,,,1254.3,,,,,,,
Zimbabwe,2017,,,1203.3,,,,,,,
Zimbabwe,2016,,,435.1,,,,,,,
Zimbabwe,2015,,,557.5,,,,,,,
Zimbabwe,2014,,,831.4,,,,,,,
Zimbabwe,2013,,,668.5,,,,,,,
Zimbabwe,2012,,,695.7,,,,,,,
Zimbabwe,2011,,,587.4,,,,,,,
Zimbabwe,2010,,,733.4,,,,,,,
Zimbabwe,2009,,,452.4,,,,,,,
Zimbabwe,2008,,,309.7,,,,,,,
Zimbabwe,2007,,,806.7,,,,,,,
Zimbabwe,2006,,,934.2,,,,,,,
Zimbabwe,2005,,,653.8,,,,,,,
Zimbabwe,2004,,,1205.9,,,,,,,
Zimbabwe,2003,,,795.3,,,,,,,
Zimbabwe,2002,,,539.1,,,,,,,
Zimbabwe,2001,,,1193.9,,,,,,,
Zimbabwe,2000,,,1159.5,,,,,,,
Zimbabwe,1999,,,1069.0,,,,,,,
Zimbabwe,1998,,,1016.6,,,,,,,
Zimbabwe,1997,,,1054.2,,,,,,,
Zimbabwe,1996,,,1258.7,,,,,,,
Zimbabwe,1995,,,548.2,,,,,,,
Zimbabwe,1994,,,1134.5,,,,,,,
Zimbabwe,1993,,,1502.0,,,,,,,
Zimbabwe,1992,,,412.1,,,,,,,
Zimbabwe,1991,,,1336.0,,,,,,,
Zimbabwe,1990,,,1625.4,,,,,,,
Antigua and Barbuda,2020,,,,0.592053942582792,,,,,,
Antigua and Barbuda,2019,,,,0.534443400511753,,,,,,
Antigua and Barbuda,2018,,,,0.554872965946274,,,,,,
Antigua and Barbuda,2017,,,,0.6109561448905,,,,,,
Antigua and Barbuda,2016,,,,0.690288328652049,,,,,,
Antigua and Barbuda,2015,,,,0.786935419380774,,,,,,
Antigua and Barbuda,2014,,,,0.831589247616481,,,,,,
Antigua and Barbuda,2013,,,,0.934326293295174,,,,,,
Antigua and Barbuda,2012,,,,1.0837075607137,,,,,,
Antigua and Barbuda,2011,,,,1.19938337496143,,,,,,
Antigua and Barbuda,2010,,,,1.3640660545341,,,,,,
Antigua and Barbuda,2009,,,,1.5293679498773,,,,,,
Antigua and Barbuda,2008,,,,1.49457906187611,,,,,,
Antigua and Barbuda,2007,,,,1.37623327243605,,,,,,
Antigua and Barbuda,2006,,,,1.27642249519442,,,,,,
Antigua and Barbuda,2005,,,,1.16870545018922,,,,,,
Antigua and Barbuda,2004,,,,1.10308348343215,,,,,,
Antigua and Barbuda,2003,,,,1.13352150752522,,,,,,
Antigua and Barbuda,2002,,,,1.27763943800851,,,,,,
